_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,do_the_photos_capture_any_event_or_incident,do_the_photos_capture_any_event_or_incident:confidence,enter_the_code_at_the_bottom_of_the_above_link,if_there_is_an_event_copy_the_highlighted_keyword_to_here_colored_in_blue_on_each_row,orig__golden,orig_do_the_photos_capture_any_event_or_incident,do_the_photos_capture_any_event_or_incident_gold,do_the_photos_capture_any_event_or_incident_gold_reason,orig_enter_the_code_at_the_bottom_of_the_above_link,enter_the_code_at_the_bottom_of_the_above_link_gold,enter_the_code_at_the_bottom_of_the_above_link_gold_reason,url
253615248,false,finalized,2,2/13/2013 00:39:16,No,0.5038,"908070
908070","devine kdgdb
",,,,,,908070,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147c45c2a3754cfe6687c4
253615249,false,finalized,2,2/12/2013 23:49:22,No,1.0,"249097
249097","
",,,,,,249097,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ef5c2a3754cfe668b17
253615250,false,finalized,2,2/13/2013 01:09:23,No,1.0,"176295
176295","
",,,,,,176295,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147aa8c2a3754cfe66862f
253615251,false,finalized,2,2/13/2013 00:23:06,No,0.5477,"397479
397479","highline
",,,,,,397479,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b42c2a3754cfe6686c5
253615252,false,finalized,2,2/13/2013 00:21:25,No,1.0,"584549
584549","
",,,,,,584549,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148306c2a3754cfe668f86
253615253,false,finalized,2,2/13/2013 00:51:17,No,1.0,"549187
360916","
",,,,,,360916,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511497d8c2a3754cfe66ac56
253615254,false,finalized,2,2/13/2013 00:51:25,No,1.0,"611924
611924","
",,,,,,611924,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148c56c2a3754cfe669d36
253615255,false,finalized,2,2/13/2013 00:56:42,No,1.0,"737449
312065","
",,,,,,737449,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149899c2a3754cfe66acf3
253615256,false,finalized,2,2/13/2013 01:02:41,No,1.0,"796496
796496","
",,,,,,796496,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511492aec2a3754cfe66a5a2
253615257,false,finalized,2,2/13/2013 00:54:39,No,1.0,"99364
99364","
",,,,,,99364,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a4fc2a3754cfe669941
253615258,false,finalized,2,2/13/2013 00:36:44,No,1.0,"574685
574685","
",,,,,,574685,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e62c2a3754cfe66a02a
253615259,false,finalized,2,2/13/2013 00:36:20,No,1.0,"662089
662089","
",,,,,,662089,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148916c2a3754cfe669801
253615260,false,finalized,2,2/12/2013 23:24:22,No,0.5053,"593584
593584","
army urbanears cc vvwebawards",,,,,,593584,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148889c2a3754cfe66974c
253615261,false,finalized,2,2/13/2013 00:30:20,No,1.0,"821451
821451","love
",,,,,,821451,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484edc2a3754cfe66925e
253615262,false,finalized,2,2/12/2013 23:28:59,No,1.0,"464951
464951","
",,,,,,464951,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148ef6c2a3754cfe66a11c
253615263,false,finalized,2,2/13/2013 00:36:57,No,1.0,"893389
893389","
",,,,,,893389,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511494e8c2a3754cfe66a819
253615264,false,finalized,2,2/13/2013 01:06:47,No,1.0,"335304
335304","
cute, essay, amazing",,,,,,335304,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485edc2a3754cfe6693d5
253615265,false,finalized,2,2/13/2013 01:12:54,No,1.0,"776128
776128","
",,,,,,776128,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148733c2a3754cfe66959d
253615266,false,finalized,2,2/13/2013 00:27:36,No,1.0,"324145
324145","
",,,,,,324145,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148243c2a3754cfe668ead
253615267,false,finalized,2,2/13/2013 00:52:36,No,1.0,"54730
54730","
",,,,,,54730,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e30c2a3754cfe668a25
253615268,false,finalized,2,2/13/2013 01:30:23,Yes,0.5641,"641148
641148","
guggenheim",,,,,,641148,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114940dc2a3754cfe66a75a
253615269,false,finalized,2,2/12/2013 23:55:09,No,1.0,"906684
906684","
",,,,,,906684,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147d56c2a3754cfe6688ec
253615270,false,finalized,2,2/13/2013 00:30:55,No,1.0,"808663
808663","
",,,,,,808663,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b60c2a3754cfe668715
253615271,false,finalized,2,2/13/2013 01:02:59,Not Sure,0.5556,"492108
492108","birthday
",,,,,,492108,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e82c2a3754cfe66a070
253615272,false,finalized,2,2/13/2013 00:31:20,No,1.0,"702467
702467","
",,,,,,702467,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148750c2a3754cfe6695bf
253615273,false,finalized,2,2/13/2013 01:11:18,No,1.0,"114529
114529","
",,,,,,114529,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149999c2a3754cfe66ae6c
253615274,false,finalized,2,2/13/2013 01:26:40,No,1.0,"948272
948272","
",,,,,,948272,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114c06ec2a3754cfe66d966
253615275,false,finalized,2,2/13/2013 00:43:38,No,0.5434,"755259
755259","
",,,,,,755259,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148322c2a3754cfe668fae
253615276,false,finalized,2,2/13/2013 01:06:20,No,1.0,"557611
557611","
",,,,,,557611,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147bc9c2a3754cfe668730
253615277,false,finalized,2,2/13/2013 01:28:45,Yes,0.514,"30663
30663","strength vinyasa crow eagle bombing
",,,,,,30663,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114910fc2a3754cfe66a361
253615278,false,finalized,2,2/13/2013 01:08:57,No,0.5,"583022
583022","story
chopsticks",,,,,,583022,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148235c2a3754cfe668e9b
253615279,false,finalized,2,2/13/2013 01:04:42,No,1.0,"175813
175813","
",,,,,,175813,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488a1c2a3754cfe66976e
253615280,false,finalized,2,2/13/2013 01:09:22,No,1.0,"294139
294139","
",,,,,,294139,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488a8c2a3754cfe669778
253615281,false,finalized,2,2/12/2013 23:42:32,No,1.0,"503350
503350","
",,,,,,503350,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149043c2a3754cfe66a269
253615282,false,finalized,2,2/13/2013 01:05:06,No,1.0,"720871
720871","
",,,,,,720871,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148556c2a3754cfe6692d5
253615283,false,finalized,2,2/13/2013 00:58:26,Yes,0.5231,"87584
87584","fame fields hugh ""kevin ""patricia
",,,,,,87584,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148d8dc2a3754cfe669eca
253615284,false,finalized,2,2/13/2013 00:35:31,No,1.0,"127908
127908","
",,,,,,127908,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f6fc2a3754cfe668ba5
253615285,false,finalized,3,2/13/2013 01:27:21,No,1.0,"907278
907278
907278","
no
",,,,,,907278,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ebec2a3754cfe668adf
253615286,false,finalized,2,2/13/2013 00:41:42,No,1.0,"172136
172136","
",,,,,,172136,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511491e7c2a3754cfe66a4dc
253615287,false,finalized,2,2/13/2013 01:06:31,Yes,0.5176,"807188
807188","jingleball
",,,,,,807188,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148d8ac2a3754cfe669eb9
253615288,false,finalized,2,2/13/2013 00:31:38,No,1.0,"106944
106944","
",,,,,,106944,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149032c2a3754cfe66a24e
253615289,false,finalized,2,2/12/2013 23:55:20,No,1.0,"881123
881123","
",,,,,,881123,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148897c2a3754cfe66975d
253615290,false,finalized,2,2/13/2013 00:59:12,No,1.0,"791145
791145","
",,,,,,791145,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511481a6c2a3754cfe668e66
253615291,false,finalized,2,2/13/2013 01:02:18,No,1.0,"726620
726620","
",,,,,,726620,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511482abc2a3754cfe668f02
253615292,false,finalized,2,2/13/2013 01:36:09,No,1.0,"627672
627672","
",,,,,,627672,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148677c2a3754cfe6694d0
253615293,false,finalized,2,2/13/2013 00:32:25,No,1.0,"891233
891233","
",,,,,,891233,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114805ec2a3754cfe668cc1
253615294,false,finalized,2,2/13/2013 01:10:49,No,0.5361,"648350
648350","
",,,,,,648350,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148636c2a3754cfe669460
253615295,false,finalized,2,2/12/2013 23:38:23,No,1.0,"51148084c2a3754cfe668d5c
449093","
",,,,,,449093,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148084c2a3754cfe668d5c
253615296,false,finalized,2,2/13/2013 00:18:25,No,1.0,"191892
191892","
",,,,,,191892,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511489d2c2a3754cfe6698a6
253615297,false,finalized,2,2/13/2013 01:09:04,No,1.0,"312771
312771","
",,,,,,312771,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114882fc2a3754cfe669702
253615298,false,finalized,2,2/13/2013 00:16:00,No,1.0,"604614
604614","
",,,,,,604614,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485f1c2a3754cfe6693e3
253615299,false,finalized,2,2/12/2013 23:34:42,No,1.0,"590795
453628","
activity",,,,,,590795,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114c336c2a3754cfe66dbd2
253615300,false,finalized,2,2/12/2013 18:08:31,No,1.0,"944733
944733","
",,,,,,944733,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f0bc2a3754cfe668b2e
253615301,false,finalized,2,2/12/2013 23:32:31,No,1.0,"333129
333129","
",,,,,,333129,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488b6c2a3754cfe66978a
253615302,false,finalized,2,2/13/2013 00:09:21,No,1.0,"943311
943311","
",,,,,,943311,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149599c2a3754cfe66a8e8
253615303,false,finalized,2,2/13/2013 01:09:04,No,1.0,"770865
770865","
",,,,,,770865,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149f74c2a3754cfe66b584
253615304,false,finalized,2,2/13/2013 01:33:29,No,1.0,"235640
235640","
",,,,,,235640,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a4dac2a3754cfe66bb59
253615305,false,finalized,2,2/13/2013 00:30:20,No,0.5185,"850083
850083","tbt
",,,,,,850083,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511478c5c2a3754cfe6684a5
253615306,false,finalized,2,2/13/2013 01:09:23,No,0.5357,"25389
25389","
",,,,,,25389,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147c46c2a3754cfe6687c7
253615307,false,finalized,2,2/13/2013 00:28:36,No,1.0,"672924
672924","
",,,,,,672924,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114898fc2a3754cfe66983d
253615308,false,finalized,2,2/13/2013 01:06:23,No,1.0,"308036
308036","
",,,,,,308036,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148dabc2a3754cfe669f26
253615309,false,finalized,2,2/13/2013 01:06:56,No,1.0,"942056
942056","
",,,,,,942056,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147dcac2a3754cfe66896c
253615310,false,finalized,2,2/13/2013 00:29:44,Yes,1.0,"117819
117819","masquerade
ball bootstrap masquerade",,,,,,117819,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148ef3c2a3754cfe66a0fe
253615311,false,finalized,2,2/12/2013 23:53:44,No,1.0,"604097
604097","
",,,,,,604097,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484e0c2a3754cfe669220
253615312,false,finalized,2,2/12/2013 23:48:12,No,1.0,"93421
93421","
",,,,,,93421,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511486dbc2a3754cfe669540
253615313,false,finalized,2,2/13/2013 01:11:31,No,1.0,"729076
729076","
",,,,,,729076,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ac3c2a3754cfe668653
253615314,false,finalized,2,2/13/2013 00:21:20,No,1.0,"616390
616390","
",,,,,,616390,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b3fc2a3754cfe6686bc
253615315,false,finalized,2,2/13/2013 01:07:04,No,1.0,"619470
619470","
",,,,,,619470,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511479e4c2a3754cfe66855f
253615316,false,finalized,2,2/13/2013 01:05:31,No,1.0,"181308
181308","
",,,,,,181308,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148bf6c2a3754cfe669c85
253615317,false,finalized,2,2/13/2013 00:15:02,Yes,0.521,"170799
170799","wizards msg go game ""knicks
",,,,,,170799,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147952c2a3754cfe6684ee
253615318,false,finalized,2,2/13/2013 01:00:50,No,1.0,"861077
861077","
",,,,,,861077,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147dbcc2a3754cfe668969
253615319,false,finalized,2,2/12/2013 23:36:37,Yes,1.0,"443202
443202","newyorkcity cher chapterv tour
",,,,,,443202,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148d8ac2a3754cfe669ebd
253615320,false,finalized,2,2/13/2013 01:07:20,No,1.0,"278035
278035","
",,,,,,278035,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148adec2a3754cfe6699cd
253615321,false,finalized,2,2/13/2013 00:31:39,No,1.0,"758081
758081","
",,,,,,758081,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483e8c2a3754cfe669080
253615322,false,finalized,2,2/13/2013 00:55:38,No,1.0,"176005
176005","
",,,,,,176005,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114909cc2a3754cfe66a2a2
253615323,false,finalized,2,2/13/2013 00:16:33,No,1.0,"692016
692016","
",,,,,,692016,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511480ccc2a3754cfe668daa
253615324,false,finalized,2,2/13/2013 01:07:05,No,1.0,"820299
820299","
",,,,,,820299,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487dcc2a3754cfe669668
253615325,false,finalized,2,2/13/2013 00:36:49,No,1.0,"335425
335425","
hot, frozen, frog",,,,,,335425,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a0cc2a3754cfe669909
253615326,false,finalized,2,2/13/2013 01:03:45,No,1.0,"865113
865113","
",,,,,,865113,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a6ec2a3754cfe669964
253615327,false,finalized,2,2/13/2013 01:10:58,No,1.0,"567143
567143","
",,,,,,567143,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a1bc2a3754cfe66991d
253615328,false,finalized,2,2/13/2013 00:51:00,Yes,0.5196,"528197
528197","random
",,,,,,528197,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147d98c2a3754cfe668922
253615329,false,finalized,2,2/12/2013 23:45:41,No,1.0,"584755
584755","compramos
",,,,,,584755,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148106c2a3754cfe668df6
253615330,false,finalized,2,2/13/2013 01:06:31,No,1.0,"466887
466887","random
",,,,,,466887,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147a5ec2a3754cfe6685d2
253615331,false,finalized,2,2/13/2013 01:04:42,No,1.0,"239583
239583","
",,,,,,239583,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148539c2a3754cfe6692c2
253615332,false,finalized,2,2/13/2013 00:53:14,No,1.0,"803632
803632","
",,,,,,803632,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f41c2a3754cfe668b6d
253615333,false,finalized,3,2/13/2013 01:29:40,No,1.0,"758657
874931
758657","

",,,,,,758657,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147c22c2a3754cfe668773
253615334,false,finalized,2,2/13/2013 01:10:38,No,0.5442,"926240
951381","
faith paloma brooklyn amazing",,,,,,516954,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483edc2a3754cfe66908a
253615335,false,finalized,2,2/13/2013 01:30:07,Not Sure,0.516,"896491
896491","
",,,,,,896491,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e8ec2a3754cfe66a0ab
253615336,false,finalized,2,2/13/2013 00:56:40,No,1.0,"546377
546377","
",,,,,,546377,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147caec2a3754cfe66880c
253615337,false,finalized,2,2/13/2013 01:06:12,No,1.0,"11657
11657","
",,,,,,11657,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487cfc2a3754cfe669642
253615338,false,finalized,2,2/13/2013 00:35:41,No,1.0,"561175
561175","
",,,,,,561175,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149f14c2a3754cfe66b52c
253615339,false,finalized,2,2/13/2013 01:04:26,No,1.0,"655187
655187","
",,,,,,655187,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511498bac2a3754cfe66ad61
253615340,false,finalized,2,2/13/2013 00:49:37,No,1.0,"162462
162462","
",,,,,,162462,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148234c2a3754cfe668e99
253615341,false,finalized,2,2/12/2013 23:45:41,Yes,0.5185,"652916
652916","love
love",,,,,,652916,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114833bc2a3754cfe668fc4
253615342,false,finalized,2,2/12/2013 23:51:58,No,1.0,"907312
907312","
",,,,,,907312,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f66c2a3754cfe668b9f
253615343,false,finalized,2,2/13/2013 00:40:10,No,1.0,"846720
846720","like
",,,,,,846720,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148271c2a3754cfe668ed5
253615344,false,finalized,2,2/13/2013 00:53:54,No,1.0,"701499
701499","got, jan, fucked
",,,,,,701499,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114958fc2a3754cfe66a8ce
253615345,false,finalized,2,2/13/2013 00:49:24,Yes,0.5098,"191980
191980","broadway
",,,,,,191980,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147862c2a3754cfe66846c
253615346,false,finalized,2,2/13/2013 01:01:45,No,1.0,"934004
934004","
",,,,,,934004,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e05c2a3754cfe6689b3
253615347,false,finalized,2,2/12/2013 23:58:47,No,0.5009,"582879
582879","
sleepnomore carnival",,,,,,582879,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148bdbc2a3754cfe669c36
253615348,false,finalized,2,2/13/2013 00:57:51,No,1.0,"98723
98723","
",,,,,,98723,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148bb0c2a3754cfe669b97
253615349,false,finalized,2,2/13/2013 01:01:09,No,1.0,"799246
799246","
",,,,,,799246,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148066c2a3754cfe668cee
253615350,false,finalized,2,2/13/2013 01:06:53,No,1.0,"170799
358727","
",,,,,,358727,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a1f9c2a3754cfe66b810
253615351,false,finalized,2,2/13/2013 01:04:25,No,1.0,"336759
336759","
",,,,,,336759,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e10c2a3754cfe669fc6
253615352,false,finalized,2,2/13/2013 01:02:59,No,1.0,"421084
421084","
",,,,,,421084,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148501c2a3754cfe6692b0
253615353,false,finalized,2,2/13/2013 01:08:04,No,1.0,"772215
772215","
",,,,,,772215,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485d9c2a3754cfe6693a5
253615354,false,finalized,2,2/13/2013 00:47:59,No,1.0,"607607
607607","
",,,,,,607607,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148469c2a3754cfe669106
253615355,false,finalized,2,2/13/2013 01:08:57,No,1.0,"698663
698663","
",,,,,,698663,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f86c2a3754cfe668bda
253615356,false,finalized,2,2/13/2013 00:44:33,No,1.0,"455868
455868","
",,,,,,455868,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484cfc2a3754cfe6691ee
253615357,false,finalized,2,2/13/2013 01:04:38,No,1.0,"732468
732468","
",,,,,,732468,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ce3c2a3754cfe668863
253615358,false,finalized,3,2/13/2013 02:08:12,Yes,0.6677,"959952
959952
959952","deep holiday
""access"" crazy ""line""  ""holiday"" deep
",,,,,,959952,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ab9c2a3754cfe66863e
253615359,false,finalized,2,2/13/2013 00:58:24,No,1.0,"595166
595166","
",,,,,,595166,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148299c2a3754cfe668eee
253615360,false,finalized,2,2/13/2013 01:04:46,No,1.0,"628425
628425","
",,,,,,628425,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511481a6c2a3754cfe668e69
253615361,false,finalized,2,2/13/2013 01:01:29,No,1.0,"367499
367499","
",,,,,,367499,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148072c2a3754cfe668cfe
253615362,false,finalized,2,2/13/2013 00:54:56,No,1.0,"698475
698475","
",,,,,,698475,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114875ac2a3754cfe6695e2
253615363,false,finalized,2,2/13/2013 00:50:36,No,0.5316,"218110
218110","
revolution",,,,,,218110,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114808bc2a3754cfe668d6d
253615364,false,finalized,2,2/13/2013 01:12:39,No,1.0,"380257
380257","
",,,,,,380257,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147a62c2a3754cfe6685e0
253615365,false,finalized,2,2/13/2013 00:59:14,Yes,0.5072,"934246
934246","
night, columbia,city",,,,,,934246,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148732c2a3754cfe669597
253615366,false,finalized,2,2/13/2013 00:58:39,No,1.0,"16164
16164","
",,,,,,16164,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511489a3c2a3754cfe669871
253615367,false,finalized,2,2/13/2013 00:11:48,No,0.5009,"886912
886912","
dolla",,,,,,886912,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511482aec2a3754cfe668f23
253615368,false,finalized,2,2/13/2013 01:02:42,No,1.0,"2742
2742","
",,,,,,2742,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147d5ac2a3754cfe6688f2
253615369,false,finalized,3,2/13/2013 00:52:33,No,1.0,"165640
165640
165640","

",,,,,,165640,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a18cc2a3754cfe66b77f
253615370,false,finalized,2,2/13/2013 00:32:44,No,1.0,"314375
314375","
",,,,,,314375,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511493a4c2a3754cfe66a6d8
253615371,false,finalized,2,2/13/2013 00:43:04,No,1.0,"811707
811707","
",,,,,,811707,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147bc9c2a3754cfe668732
253615372,false,finalized,2,2/13/2013 01:05:18,No,1.0,"676529
676529","
",,,,,,676529,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147db0c2a3754cfe668957
253615373,false,finalized,2,2/13/2013 01:08:11,No,1.0,"214812
214812","jokes, awesome, belgium
",,,,,,214812,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148dd8c2a3754cfe669f30
253615374,false,finalized,2,2/13/2013 00:55:05,No,1.0,"304132
304132","
",,,,,,304132,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e9fc2a3754cfe668ab5
253615375,false,finalized,2,2/13/2013 01:07:20,No,1.0,"908516
908516","
",,,,,,908516,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ce1c2a3754cfe66885e
253615376,false,finalized,2,2/13/2013 00:57:49,No,1.0,"649742
649742","
",,,,,,649742,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511486b7c2a3754cfe6694e0
253615377,false,finalized,2,2/13/2013 00:09:16,No,0.5102,"223498
223498","
flaming lips",,,,,,223498,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148713c2a3754cfe669582
253615378,false,finalized,2,2/13/2013 01:09:33,No,1.0,"827023
827023","
",,,,,,827023,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e16c2a3754cfe6689cd
253615379,false,finalized,2,2/12/2013 17:48:05,No,1.0,"875501
875501","
",,,,,,875501,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148c57c2a3754cfe669d3c
